               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.08826,            0.010201,            0.035215,             0.70059,            0.053085,            0.015278,            0.003001,            0.071458,             0.01792,            0.022519,            0.003332,            0.003332,            0.070012
                   1,            0.071697,            0.010037,            0.020983,             0.57039,             0.10256,            0.051716,             0.01512,            0.068257,            0.017984,            0.021408,            0.006665,            0.006665,            0.040011
                   2,             0.06802,           0.0094985,            0.018047,             0.58789,             0.10704,            0.076343,            0.028845,            0.063815,            0.017281,            0.013967,           0.0099965,           0.0099965,             0.01001
                   3,            0.065649,           0.0090735,            0.015944,              0.6776,             0.15645,              0.1362,            0.050769,            0.059313,            0.015969,            0.010686,            0.009995,            0.009995,            0.009995
                   4,            0.062107,           0.0088554,            0.013917,             0.70419,             0.19027,             0.17055,            0.070057,            0.058325,            0.014887,           0.0096231,            0.009995,            0.009995,            0.009995
                   5,            0.059519,           0.0086579,            0.011779,             0.76407,             0.23327,             0.21951,            0.093811,            0.054998,            0.014962,           0.0069698,           0.0099911,           0.0099911,           0.0099911
                   6,             0.05765,           0.0084413,            0.010906,              0.7846,             0.21638,             0.23219,             0.10349,            0.053575,            0.014619,           0.0066857,           0.0099861,           0.0099861,           0.0099861
                   7,             0.05596,           0.0083366,            0.010001,             0.80891,             0.23389,             0.27472,             0.10898,            0.052223,            0.013894,           0.0064488,             0.00998,             0.00998,             0.00998
                   8,            0.055358,           0.0081311,           0.0095126,             0.83109,             0.26351,             0.30541,             0.13367,            0.050551,            0.014024,           0.0064552,           0.0099728,           0.0099728,           0.0099728
                   9,            0.054539,           0.0080288,           0.0091512,             0.81975,             0.26641,             0.29056,             0.13415,            0.049165,            0.013616,           0.0060284,           0.0099645,           0.0099645,           0.0099645
                  10,            0.053851,           0.0078789,            0.009209,             0.78237,             0.28001,              0.3099,             0.14298,            0.049571,            0.013793,           0.0062404,           0.0099551,           0.0099551,           0.0099551
                  11,            0.052944,           0.0078495,           0.0090692,             0.83195,             0.27036,             0.32896,             0.15644,            0.048252,            0.013873,           0.0054332,           0.0099446,           0.0099446,           0.0099446
                  12,            0.052411,           0.0078191,           0.0088238,             0.86203,             0.27902,              0.3405,             0.15788,            0.047952,            0.013168,            0.005201,            0.009933,            0.009933,            0.009933
                  13,            0.051563,           0.0077151,            0.008425,             0.79016,             0.32527,             0.34087,             0.16063,            0.046581,            0.013245,            0.004838,           0.0099203,           0.0099203,           0.0099203
                  14,            0.051428,           0.0076106,           0.0082353,             0.86011,             0.29844,             0.35704,             0.17327,            0.046399,            0.012955,           0.0047479,           0.0099065,           0.0099065,           0.0099065
                  15,            0.051026,           0.0076446,           0.0074439,             0.78857,             0.35453,              0.3848,             0.19208,            0.045191,            0.012971,           0.0048263,           0.0098916,           0.0098916,           0.0098916
                  16,            0.051012,           0.0075434,           0.0077629,             0.66157,             0.33744,             0.39968,             0.20065,            0.045266,            0.012674,            0.004488,           0.0098757,           0.0098757,           0.0098757
                  17,             0.05042,           0.0076264,           0.0073808,             0.78339,             0.35594,             0.39977,             0.20354,            0.044887,            0.013073,           0.0044626,           0.0098586,           0.0098586,           0.0098586
                  18,            0.049806,           0.0075637,           0.0070824,             0.75928,             0.36454,             0.39576,             0.20186,            0.044454,            0.012564,           0.0042005,           0.0098405,           0.0098405,           0.0098405
                  19,            0.050403,           0.0074673,           0.0074493,             0.82505,             0.34793,             0.41338,             0.20716,            0.044249,            0.012407,           0.0042472,           0.0098213,           0.0098213,           0.0098213
                  20,            0.049564,           0.0073776,           0.0068025,             0.88877,             0.31593,              0.4348,             0.22327,            0.043937,            0.012291,           0.0042195,           0.0098011,           0.0098011,           0.0098011
                  21,            0.049187,           0.0073107,           0.0070808,             0.80383,             0.34048,             0.41624,             0.21719,             0.04308,            0.012257,           0.0037974,           0.0097798,           0.0097798,           0.0097798
                  22,            0.049136,           0.0073683,           0.0067276,             0.88771,             0.30367,             0.40868,             0.21298,            0.043081,            0.012178,           0.0039235,           0.0097574,           0.0097574,           0.0097574
                  23,            0.048303,           0.0072426,           0.0067885,             0.83204,             0.34464,             0.45696,             0.23874,            0.042518,            0.012005,           0.0036164,            0.009734,            0.009734,            0.009734
                  24,            0.048117,           0.0073853,           0.0064075,             0.68534,              0.3428,             0.43247,             0.22274,            0.042521,            0.012141,           0.0037401,           0.0097095,           0.0097095,           0.0097095
                  25,            0.047242,           0.0071578,           0.0060835,             0.85998,             0.32024,             0.44817,             0.23354,             0.04186,            0.012008,           0.0035632,            0.009684,            0.009684,            0.009684
                  26,            0.047375,            0.007166,           0.0063317,             0.87006,             0.33664,             0.48357,             0.25433,            0.041509,            0.011881,           0.0034582,           0.0096575,           0.0096575,           0.0096575
                  27,            0.047394,           0.0070784,           0.0060933,             0.69478,             0.37035,             0.47162,             0.24227,            0.041371,            0.011916,           0.0033017,           0.0096299,           0.0096299,           0.0096299
                  28,            0.047566,           0.0070985,           0.0059214,             0.82556,             0.34362,             0.48049,             0.24247,            0.041172,            0.011881,           0.0032992,           0.0096013,           0.0096013,           0.0096013
                  29,            0.048063,            0.007221,           0.0063352,             0.78972,             0.36601,             0.47419,             0.24837,            0.041137,            0.011843,           0.0033252,           0.0095717,           0.0095717,           0.0095717
                  30,            0.047181,           0.0070817,           0.0061394,             0.76567,             0.37536,             0.48831,             0.25406,             0.04106,            0.011824,           0.0033025,           0.0095411,           0.0095411,           0.0095411
                  31,            0.047451,           0.0071695,           0.0064226,             0.59173,             0.41213,             0.48006,              0.2579,            0.041058,            0.011788,           0.0031194,           0.0095095,           0.0095095,           0.0095095
                  32,            0.046883,           0.0070197,           0.0055338,             0.47822,             0.49636,             0.49409,             0.25956,            0.040839,            0.011674,           0.0028949,           0.0094769,           0.0094769,           0.0094769
                  33,            0.046419,           0.0071091,           0.0057773,             0.50052,             0.51154,             0.50474,             0.26972,             0.04041,            0.011571,           0.0028648,           0.0094434,           0.0094434,           0.0094434
                  34,            0.047203,           0.0070562,           0.0060182,             0.53548,              0.4926,              0.5239,             0.27987,            0.040124,            0.011557,            0.002775,           0.0094088,           0.0094088,           0.0094088
                  35,            0.046842,           0.0071268,           0.0058229,             0.56431,             0.50668,             0.53972,             0.29353,            0.040004,            0.011473,           0.0026921,           0.0093733,           0.0093733,           0.0093733
                  36,            0.046249,           0.0070619,           0.0058844,             0.53881,             0.52869,             0.53941,             0.29564,            0.039951,            0.011492,           0.0025577,           0.0093369,           0.0093369,           0.0093369
                  37,             0.04536,           0.0069585,           0.0054927,             0.55718,               0.529,             0.54379,             0.29642,            0.039931,            0.011525,           0.0025571,           0.0092995,           0.0092995,           0.0092995
                  38,            0.045957,           0.0069045,            0.005382,             0.57426,             0.53401,             0.54975,             0.30346,            0.039705,            0.011468,            0.002603,           0.0092611,           0.0092611,           0.0092611
                  39,            0.045929,           0.0068989,           0.0054524,             0.48847,             0.56448,             0.54295,               0.302,            0.039475,            0.011414,           0.0026112,           0.0092219,           0.0092219,           0.0092219
                  40,            0.045598,           0.0070281,           0.0056353,             0.48818,              0.5578,             0.54768,             0.30445,            0.039324,            0.011419,           0.0025764,           0.0091817,           0.0091817,           0.0091817
                  41,            0.046082,           0.0069208,           0.0054631,              0.5008,             0.51898,             0.54714,             0.30092,            0.039229,            0.011395,           0.0024859,           0.0091406,           0.0091406,           0.0091406
                  42,            0.045847,           0.0068936,           0.0056561,             0.77401,             0.45291,             0.55281,             0.30695,            0.039168,            0.011368,           0.0024275,           0.0090986,           0.0090986,           0.0090986
                  43,            0.046009,           0.0069755,           0.0055733,             0.50048,             0.55235,             0.55506,              0.3101,            0.039127,            0.011335,           0.0024086,           0.0090557,           0.0090557,           0.0090557
